Team1,Score,Team2,Competition,Map
5orgless,16-12,Umumba,OMENChallengerSeries2019IndiaQualifier,Inferno
5orgless,16-12,Umumba,OMENChallengerSeries2019IndiaQualifier,Inferno
AGO,16-8,Tricked,ESEAMDLSeason32Europe,mrg
MovistarRiders,3-16 ,GamerLegion,EuropeanChampionsCup,Overpass
MovistarRiders,19-17,GamerLegion,EuropeanChampionsCup,Train
MovistarRiders,10-16,GamerLegion,EuropeanChampionsCup,Inferno
MovistarRiders,10-16,GamerLegion,EuropeanChampionsCup,Inferno
ex-Epsilon,16-10,SMASH,LOOT.BETSeason4,Inferno
ex-Epsilon,12-16,SMASH,LOOT.BETSeason4,Nuke
ex-Epsilon,8-16 ,SMASH,LOOT.BETSeason4,Train
ex-Epsilon,8-16 ,SMASH,LOOT.BETSeason4,Train
TYLOO,3-2,Invictus,IEMBeijing2019AsiaClosedQualifier,bo5
Genuine,16-11,Chiefs,ESEAMDLSeason32Australia,trn
Heretics,11-16,SKADE,LBETInvitational,Mirage
Heretics,13-16,SKADE,LBETInvitational,Dust2
Heretics,13-16,SKADE,LBETInvitational,Dust2
PC419,8-16,Chiefs,ESEAMDLSeason32Australia,d2
FURY,4-16,GroundZero,ESEAMDLSeason32Australia,mrg
Dippers,11-16,ZOOWEEMAMA,ESEAMDLSeason32Australia,inf
Paradox,5-16,FURY,ESEAMDLSeason32Australia,d2
GroundZero,16-14,PC419,ESEAMDLSeason32Australia,nuke
ZOOWEEMAMA,16-10,FURY,ESEAMDLSeason32Australia,ovp
GroundZero,14-16,catman,ESEAMDLSeason32Australia,vtg
BOOT,9-16 ,Invictus,IEMBeijing2019AsiaClosedQualifier,Vertigo
BOOT,8-16 ,Invictus,IEMBeijing2019AsiaClosedQualifier,Mirage
BOOT,8-16 ,Invictus,IEMBeijing2019AsiaClosedQualifier,Mirage
Invictus,16-13,Bren,IEMBeijing2019AsiaClosedQualifier,Train
Invictus,19-16,Bren,IEMBeijing2019AsiaClosedQualifier,Mirage
Invictus,19-16,Bren,IEMBeijing2019AsiaClosedQualifier,Mirage
BigFrames,16-14,Ascent,ESEAMDLSeason32NorthAmerica,trn
Mythic,16-13,MAC-51,ESEAMDLSeason32NorthAmerica,inf
BushidoBoyz,3-16,NewIdentity,ESEAMDLSeason32NorthAmerica,ovp
HelsinkiREDS,16-8 ,PACT,OGACounterPITbyAMDandSapphireSeason6,Train
HelsinkiREDS,13-16,PACT,OGACounterPITbyAMDandSapphireSeason6,Dust2
HelsinkiREDS,11-16,PACT,OGACounterPITbyAMDandSapphireSeason6,Nuke
HelsinkiREDS,11-16,PACT,OGACounterPITbyAMDandSapphireSeason6,Nuke
Heretics,14-16,einheit,LaCopa2019,Overpass
Heretics,16-14,einheit,LaCopa2019,Inferno
Heretics,16-8 ,einheit,LaCopa2019,Mirage
Heretics,16-8 ,einheit,LaCopa2019,Mirage
Nemiga,12-16,Windigo,OGACounterPITbyAMDandSapphireSeason6,Overpass
Nemiga,16-11,Windigo,OGACounterPITbyAMDandSapphireSeason6,Inferno
Nemiga,16-5 ,Windigo,OGACounterPITbyAMDandSapphireSeason6,Mirage
Nemiga,16-5 ,Windigo,OGACounterPITbyAMDandSapphireSeason6,Mirage
Phoenix,3-16,pro100,ESEAMDLSeason32Europe,d2
forZe,19-15,Demise,ESEAMDLSeason32Europe,mrg
Heroic,16-8 ,SMASH,EuropeanChampionsCup,Overpass
Heroic,16-14,SMASH,EuropeanChampionsCup,Nuke
Heroic,16-14,SMASH,EuropeanChampionsCup,Nuke
Japaleno,10-16,Phoenix,ESEAMDLSeason32Europe,trn
Unique,16-12,AGO,LOOT.BETSeason4,Nuke
Unique,16-14,AGO,LOOT.BETSeason4,Dust2
Unique,16-14,AGO,LOOT.BETSeason4,Dust2
Spirit,10-16,SMASH,EuropeanChampionsCup,Overpass
Spirit,19-17,SMASH,EuropeanChampionsCup,Dust2
Spirit,14-16,SMASH,EuropeanChampionsCup,Train
Spirit,14-16,SMASH,EuropeanChampionsCup,Train
Aristocracy,16-12,PACT,LOOT.BETSeason4,Vertigo
Aristocracy,16-2 ,PACT,LOOT.BETSeason4,Dust2
Aristocracy,16-2 ,PACT,LOOT.BETSeason4,Dust2
Mazaalai,5-16 ,Bren,IEMBeijing2019AsiaClosedQualifier,Overpass
Mazaalai,6-16 ,Bren,IEMBeijing2019AsiaClosedQualifier,Inferno
Mazaalai,6-16 ,Bren,IEMBeijing2019AsiaClosedQualifier,Inferno
Invictus,16-2 ,LucidDream,IEMBeijing2019AsiaClosedQualifier,Nuke
Invictus,14-16,LucidDream,IEMBeijing2019AsiaClosedQualifier,Mirage
Invictus,16-10,LucidDream,IEMBeijing2019AsiaClosedQualifier,Overpass
Invictus,16-10,LucidDream,IEMBeijing2019AsiaClosedQualifier,Overpass
TYLOO,19-17,BOOT,IEMBeijing2019AsiaClosedQualifier,Vertigo
TYLOO,16-9 ,BOOT,IEMBeijing2019AsiaClosedQualifier,Overpass
TYLOO,16-9 ,BOOT,IEMBeijing2019AsiaClosedQualifier,Overpass
AlphaRed,9-16 ,Bren,IEMBeijing2019AsiaClosedQualifier,Inferno
AlphaRed,16-12,Bren,IEMBeijing2019AsiaClosedQualifier,Mirage
AlphaRed,10-16,Bren,IEMBeijing2019AsiaClosedQualifier,Nuke
AlphaRed,10-16,Bren,IEMBeijing2019AsiaClosedQualifier,Nuke
Invictus,5-16 ,BOOT,IEMBeijing2019AsiaClosedQualifier,Train
Invictus,11-16,BOOT,IEMBeijing2019AsiaClosedQualifier,Vertigo
Invictus,11-16,BOOT,IEMBeijing2019AsiaClosedQualifier,Vertigo
Mazaalai,9-16 ,TYLOO,IEMBeijing2019AsiaClosedQualifier,Train
Mazaalai,9-16 ,TYLOO,IEMBeijing2019AsiaClosedQualifier,Dust2
Mazaalai,9-16 ,TYLOO,IEMBeijing2019AsiaClosedQualifier,Dust2
Invictus,9-16 ,Bren,IEMBeijing2019AsiaClosedQualifier,Dust2
Invictus,16-13,Bren,IEMBeijing2019AsiaClosedQualifier,Nuke
Invictus,16-8 ,Bren,IEMBeijing2019AsiaClosedQualifier,Mirage
Invictus,16-8 ,Bren,IEMBeijing2019AsiaClosedQualifier,Mirage
AlphaRed,7-16 ,BOOT,IEMBeijing2019AsiaClosedQualifier,Vertigo
AlphaRed,16-5 ,BOOT,IEMBeijing2019AsiaClosedQualifier,Mirage
AlphaRed,14-16,BOOT,IEMBeijing2019AsiaClosedQualifier,Train
AlphaRed,14-16,BOOT,IEMBeijing2019AsiaClosedQualifier,Train
TYLOO,16-12,LucidDream,IEMBeijing2019AsiaClosedQualifier,Train
TYLOO,16-6 ,LucidDream,IEMBeijing2019AsiaClosedQualifier,Inferno
TYLOO,16-6 ,LucidDream,IEMBeijing2019AsiaClosedQualifier,Inferno
REDCanids,1-1,paiN,BrasileirãoSeason1,bo2
Keyd,1-1,W7M,BrasileirãoSeason1,bo2
pro100,16-12,Windigo,OGACounterPITbyAMDandSapphireSeason6,Overpass
pro100,12-16,Windigo,OGACounterPITbyAMDandSapphireSeason6,Nuke
pro100,12-16,Windigo,OGACounterPITbyAMDandSapphireSeason6,Mirage
pro100,12-16,Windigo,OGACounterPITbyAMDandSapphireSeason6,Mirage
Heretics,7-16 ,Nemiga,NESTPro:EU&CISQualifier,Dust2
Heretics,13-16,Nemiga,NESTPro:EU&CISQualifier,Inferno
Heretics,13-16,Nemiga,NESTPro:EU&CISQualifier,Inferno
OneWay,6-16 ,Phoenix,QIWITeamplaySeason4,Mirage
OneWay,6-16 ,Phoenix,QIWITeamplaySeason4,Nuke
OneWay,6-16 ,Phoenix,QIWITeamplaySeason4,Nuke
LyngbyVikings,16-6 ,Illuminar,NESTPro:EU&CISQualifier,Inferno
LyngbyVikings,16-14,Illuminar,NESTPro:EU&CISQualifier,Vertigo
LyngbyVikings,16-14,Illuminar,NESTPro:EU&CISQualifier,Vertigo
GamerLegion,17-19,Windigo,EuropeanChampionsCup,Dust2
GamerLegion,10-16,Windigo,EuropeanChampionsCup,Overpass
GamerLegion,10-16,Windigo,EuropeanChampionsCup,Overpass
Nemiga,6-16 ,SJ,OGACounterPITbyAMDandSapphireSeason6,Nuke
Nemiga,12-16,SJ,OGACounterPITbyAMDandSapphireSeason6,Mirage
Nemiga,12-16,SJ,OGACounterPITbyAMDandSapphireSeason6,Mirage
ViCi,3-1,Invictus,IEMBeijing2019GreaterChinaClosedQualifier,bo5
SJ,16-6 ,CopenhagenFlames,NESTPro:EU&CISQualifier,Inferno
SJ,25-23,CopenhagenFlames,NESTPro:EU&CISQualifier,Vertigo
SJ,25-23,CopenhagenFlames,NESTPro:EU&CISQualifier,Vertigo
BOOT,16-5 ,Mazaalai,IEMBeijing2019AsiaClosedQualifierPlay-in,Dust2
BOOT,16-4 ,Mazaalai,IEMBeijing2019AsiaClosedQualifierPlay-in,Nuke
BOOT,16-4 ,Mazaalai,IEMBeijing2019AsiaClosedQualifierPlay-in,Nuke
FURY,13-16,madlikewizards,ESEAMDLSeason32Australia,mrg
Chiefs,16-5,SYF,ESEAMDLSeason32Australia,trn
FURY,13-16,Chiefs,ESEAMDLSeason32Australia,d2
Grayhound,16-4,catman,ESEAMDLSeason32Australia,trn
Invictus,16-11,TYLOO,IEMBeijing2019GreaterChinaClosedQualifier,Train
Invictus,16-11,TYLOO,IEMBeijing2019GreaterChinaClosedQualifier,Dust2
Invictus,16-11,TYLOO,IEMBeijing2019GreaterChinaClosedQualifier,Dust2
5POWER,15-19,TYLOO,IEMBeijing2019GreaterChinaClosedQualifier,Dust2
5POWER,19-16,TYLOO,IEMBeijing2019GreaterChinaClosedQualifier,Overpass
5POWER,8-16 ,TYLOO,IEMBeijing2019GreaterChinaClosedQualifier,Inferno
5POWER,8-16 ,TYLOO,IEMBeijing2019GreaterChinaClosedQualifier,Inferno
Ignis,11-16,Absolute,GalleriaGlobalChallenge2019,Inferno
Ignis,9-16 ,Absolute,GalleriaGlobalChallenge2019,Overpass
Ignis,9-16 ,Absolute,GalleriaGlobalChallenge2019,Overpass
District9,13-16,5orgless,eXTREMESLAND2019SouthAsiaRegionalFinals,d2
District9,4-16,Entity,eXTREMESLAND2019SouthAsiaRegionalFinals,trn
Xtreme5,16-14,BL4ZE,eXTREMESLAND2019SouthAsiaRegionalFinals,mrg
5orgless,16-3,WastedPotential,eXTREMESLAND2019SouthAsiaRegionalFinals,d2
Global,16-4,BL4ZE,eXTREMESLAND2019SouthAsiaRegionalFinals,inf
TheQuest,16-8,Monstars,ESEAMDLSeason32NorthAmerica,inf
PACT,12-16,HAVU,OGACounterPITbyAMDandSapphireSeason6,Vertigo
PACT,12-16,HAVU,OGACounterPITbyAMDandSapphireSeason6,Dust2
PACT,12-16,HAVU,OGACounterPITbyAMDandSapphireSeason6,Dust2
Syman,18-22,SMASH,EuropeanChampionsCup,Dust2
Syman,8-16 ,SMASH,EuropeanChampionsCup,Train
Syman,8-16 ,SMASH,EuropeanChampionsCup,Train
Virtus.pro,16-12,Tricked,V4FutureSportsFestival2019,Mirage
Virtus.pro,10-16,Tricked,V4FutureSportsFestival2019,Nuke
Virtus.pro,11-16,Tricked,V4FutureSportsFestival2019,Train
Virtus.pro,11-16,Tricked,V4FutureSportsFestival2019,Train
HAVU,16-7 ,GamerLegion,DreamHackOpenRotterdam2019EuropeClosedQualifier,Train
HAVU,12-16,GamerLegion,DreamHackOpenRotterdam2019EuropeClosedQualifier,Overpass
HAVU,16-12,GamerLegion,DreamHackOpenRotterdam2019EuropeClosedQualifier,Dust2
HAVU,16-12,GamerLegion,DreamHackOpenRotterdam2019EuropeClosedQualifier,Dust2
HelsinkiREDS,16-11,LDLC,OGACounterPITbyAMDandSapphireSeason6,Nuke
HelsinkiREDS,16-14,LDLC,OGACounterPITbyAMDandSapphireSeason6,Overpass
HelsinkiREDS,16-14,LDLC,OGACounterPITbyAMDandSapphireSeason6,Overpass
Spirit,9-16 ,Windigo,EuropeanChampionsCup,Dust2
Spirit,5-16 ,Windigo,EuropeanChampionsCup,Overpass
Spirit,5-16 ,Windigo,EuropeanChampionsCup,Overpass
Aimhaus,16-7 ,Wolsung,SamsungGOEXANIMOCS:GO5x5#18,Train
Aimhaus,8-16 ,Wolsung,SamsungGOEXANIMOCS:GO5x5#18,Mirage
Aimhaus,14-16,Wolsung,SamsungGOEXANIMOCS:GO5x5#18,Dust2
Aimhaus,14-16,Wolsung,SamsungGOEXANIMOCS:GO5x5#18,Dust2
Global,16-12,Entity,eXTREMESLAND2019SouthAsiaRegionalFinals,Dust2
Global,6-16 ,Entity,eXTREMESLAND2019SouthAsiaRegionalFinals,Overpass
Global,6-16 ,Entity,eXTREMESLAND2019SouthAsiaRegionalFinals,Train
Global,6-16 ,Entity,eXTREMESLAND2019SouthAsiaRegionalFinals,Train
XGS,14-16,ttc,TheClutch,vtg
Sprout,0-3,Illuminar,GamesClashMasters2019,bo5
NALANE,22-20,AOAO,F5CS:GOBigLanCupV,Default
NALANE,22-20,AOAO,F5CS:GOBigLanCupV,Default
BIG,16-13,OpTic,EuropeanChampionsCup,Mirage
BIG,16-6 ,OpTic,EuropeanChampionsCup,Nuke
BIG,16-6 ,OpTic,EuropeanChampionsCup,Nuke
MIBR,14-16,Tricked,V4FutureSportsFestival2019,Overpass
MIBR,13-16,Tricked,V4FutureSportsFestival2019,Dust2
MIBR,13-16,Tricked,V4FutureSportsFestival2019,Dust2
AlphaRed,16-14,LucidDream,TaiwanExcellenceGamingCup2019Thailand,Dust2
AlphaRed,14-16,LucidDream,TaiwanExcellenceGamingCup2019Thailand,Mirage
AlphaRed,7-16 ,LucidDream,TaiwanExcellenceGamingCup2019Thailand,Train
AlphaRed,7-16 ,LucidDream,TaiwanExcellenceGamingCup2019Thailand,Train
GamerLegion,16-5 ,ex-Epsilon,DreamHackOpenRotterdam2019EuropeClosedQualifier,Mirage
GamerLegion,16-1 ,ex-Epsilon,DreamHackOpenRotterdam2019EuropeClosedQualifier,Dust2
GamerLegion,16-1 ,ex-Epsilon,DreamHackOpenRotterdam2019EuropeClosedQualifier,Dust2
Energy,11-16,Big5,TelkomVSGamingMasters,Mirage
Energy,16-13,Big5,TelkomVSGamingMasters,Overpass
Energy,19-16,Big5,TelkomVSGamingMasters,Inferno
Energy,19-16,Big5,TelkomVSGamingMasters,Inferno
Heretics,6-16 ,HAVU,DreamHackOpenRotterdam2019EuropeClosedQualifier,Nuke
Heretics,13-16,HAVU,DreamHackOpenRotterdam2019EuropeClosedQualifier,Inferno
Heretics,13-16,HAVU,DreamHackOpenRotterdam2019EuropeClosedQualifier,Inferno
Bren,16-6 ,Fallen5,WESG2019PhilippinesRegionalFinals,Train
Bren,13-16,Fallen5,WESG2019PhilippinesRegionalFinals,Overpass
Bren,20-22,Fallen5,WESG2019PhilippinesRegionalFinals,Dust2
Bren,20-22,Fallen5,WESG2019PhilippinesRegionalFinals,Dust2
WarKidZ,10-16,ttc,TheClutch,d2
Wolsung,19-16,LITVA,SamsungGOEXANIMOCS:GO5x5#18,Inferno
Wolsung,16-14,LITVA,SamsungGOEXANIMOCS:GO5x5#18,Mirage
Wolsung,16-14,LITVA,SamsungGOEXANIMOCS:GO5x5#18,Mirage
MovistarRiders,13-16,Nordavind,LOOT.BETSeason4,Overpass
MovistarRiders,16-13,Nordavind,LOOT.BETSeason4,Nuke
MovistarRiders,9-16 ,Nordavind,LOOT.BETSeason4,Vertigo
MovistarRiders,9-16 ,Nordavind,LOOT.BETSeason4,Vertigo
Aimhaus,16-6 ,coluant,SamsungGOEXANIMOCS:GO5x5#18,Mirage
Aimhaus,16-4 ,coluant,SamsungGOEXANIMOCS:GO5x5#18,Train
Aimhaus,16-4 ,coluant,SamsungGOEXANIMOCS:GO5x5#18,Train
ex-Epsilon,14-16,Japaleno,DreamHackOpenRotterdam2019EuropeClosedQualifier,Overpass
ex-Epsilon,16-13,Japaleno,DreamHackOpenRotterdam2019EuropeClosedQualifier,Train
ex-Epsilon,16-12,Japaleno,DreamHackOpenRotterdam2019EuropeClosedQualifier,Dust2
ex-Epsilon,16-12,Japaleno,DreamHackOpenRotterdam2019EuropeClosedQualifier,Dust2
Windigo,6-16 ,SMASH,EuropeanChampionsCup,Nuke
Windigo,16-10,SMASH,EuropeanChampionsCup,Mirage
Windigo,16-10,SMASH,EuropeanChampionsCup,Dust2
Windigo,16-10,SMASH,EuropeanChampionsCup,Dust2
Mazaalai,16-12,FrostFire,IEMBeijing2019AsiaClosedQualifierPlay-in,Inferno
Mazaalai,16-8 ,FrostFire,IEMBeijing2019AsiaClosedQualifierPlay-in,Nuke
Mazaalai,16-8 ,FrostFire,IEMBeijing2019AsiaClosedQualifierPlay-in,Nuke
Xtreme5,16-13,Entity,eXTREMESLAND2019SouthAsiaRegionalFinals,Nuke
Xtreme5,13-16,Entity,eXTREMESLAND2019SouthAsiaRegionalFinals,Inferno
Xtreme5,6-16 ,Entity,eXTREMESLAND2019SouthAsiaRegionalFinals,Mirage
Xtreme5,6-16 ,Entity,eXTREMESLAND2019SouthAsiaRegionalFinals,Mirage
INRI,10-16,XGS,TheClutch,inf
BOOT,16-3 ,nomercy,IEMBeijing2019AsiaClosedQualifierPlay-in,Inferno
BOOT,16-3 ,nomercy,IEMBeijing2019AsiaClosedQualifierPlay-in,Vertigo
BOOT,16-3 ,nomercy,IEMBeijing2019AsiaClosedQualifierPlay-in,Vertigo
HAVU,7-16 ,pro100,DreamHackOpenRotterdam2019EuropeClosedQualifier,Overpass
HAVU,16-7 ,pro100,DreamHackOpenRotterdam2019EuropeClosedQualifier,Nuke
HAVU,16-7 ,pro100,DreamHackOpenRotterdam2019EuropeClosedQualifier,Dust2
HAVU,16-7 ,pro100,DreamHackOpenRotterdam2019EuropeClosedQualifier,Dust2
Heretics,19-16,Demise,DreamHackOpenRotterdam2019EuropeClosedQualifier,Dust2
Heretics,16-14,Demise,DreamHackOpenRotterdam2019EuropeClosedQualifier,Inferno
Heretics,16-14,Demise,DreamHackOpenRotterdam2019EuropeClosedQualifier,Inferno
Invictus,16-13,ViCi,IEMBeijing2019GreaterChinaClosedQualifier,Train
Invictus,9-16 ,ViCi,IEMBeijing2019GreaterChinaClosedQualifier,Nuke
Invictus,6-16 ,ViCi,IEMBeijing2019GreaterChinaClosedQualifier,Overpass
Invictus,6-16 ,ViCi,IEMBeijing2019GreaterChinaClosedQualifier,Overpass
TYLOO,13-16,EHOME,IEMBeijing2019GreaterChinaClosedQualifier,Mirage
TYLOO,16-10,EHOME,IEMBeijing2019GreaterChinaClosedQualifier,Dust2
TYLOO,16-9 ,EHOME,IEMBeijing2019GreaterChinaClosedQualifier,Inferno
TYLOO,16-9 ,EHOME,IEMBeijing2019GreaterChinaClosedQualifier,Inferno
mousesports,3-16 ,Virtus.pro,V4FutureSportsFestival2019,Mirage
mousesports,14-16,Virtus.pro,V4FutureSportsFestival2019,Inferno
mousesports,14-16,Virtus.pro,V4FutureSportsFestival2019,Inferno
Beyond,6-16 ,LucidDream,TaiwanExcellenceGamingCup2019Thailand,Nuke
Beyond,22-20,LucidDream,TaiwanExcellenceGamingCup2019Thailand,Vertigo
Beyond,11-16,LucidDream,TaiwanExcellenceGamingCup2019Thailand,Dust2
Beyond,11-16,LucidDream,TaiwanExcellenceGamingCup2019Thailand,Dust2
GamerLegion,16-2 ,pharsyde,DreamHackOpenRotterdam2019EuropeClosedQualifier,Train
GamerLegion,16-4 ,pharsyde,DreamHackOpenRotterdam2019EuropeClosedQualifier,Dust2
GamerLegion,16-4 ,pharsyde,DreamHackOpenRotterdam2019EuropeClosedQualifier,Dust2
5POWER,16-9 ,JiJieHao,IEMBeijing2019GreaterChinaClosedQualifier,Nuke
5POWER,16-12,JiJieHao,IEMBeijing2019GreaterChinaClosedQualifier,Dust2
5POWER,16-12,JiJieHao,IEMBeijing2019GreaterChinaClosedQualifier,Dust2
Big5,16-8 ,Sinister5,TelkomVSGamingMasters,Overpass
Big5,19-16,Sinister5,TelkomVSGamingMasters,Train
Big5,19-16,Sinister5,TelkomVSGamingMasters,Train
Goliath,12-16,Energy,TelkomVSGamingMasters,Vertigo
Goliath,8-16 ,Energy,TelkomVSGamingMasters,Inferno
Goliath,8-16 ,Energy,TelkomVSGamingMasters,Inferno
Recursive,1-0,madlikewizards,ESLProLeagueSeason10OceaniaQualifier2,bo3
AVANT,12-16,ORDER,eXTREMESLAND2019OceaniaClosedQualifier,Inferno
AVANT,16-6 ,ORDER,eXTREMESLAND2019OceaniaClosedQualifier,Nuke
AVANT,16-4 ,ORDER,eXTREMESLAND2019OceaniaClosedQualifier,Dust2
AVANT,16-4 ,ORDER,eXTREMESLAND2019OceaniaClosedQualifier,Dust2
catman,16-14,Jade,ESEAMDLSeason32Australia,d2
Global,16-13,5orgless,eXTREMESLAND2019SouthAsiaRegionalFinals,Overpass
Global,13-16,5orgless,eXTREMESLAND2019SouthAsiaRegionalFinals,Dust2
Global,16-6 ,5orgless,eXTREMESLAND2019SouthAsiaRegionalFinals,Inferno
Global,16-6 ,5orgless,eXTREMESLAND2019SouthAsiaRegionalFinals,Inferno
DivisionX,16-5 ,SHIFT,VietnamProLeagueSeason2,Train
DivisionX,8-16 ,SHIFT,VietnamProLeagueSeason2,Inferno
DivisionX,12-16,SHIFT,VietnamProLeagueSeason2,Vertigo
DivisionX,12-16,SHIFT,VietnamProLeagueSeason2,Vertigo
Absolute,16-3 ,Updraft,GalleriaGlobalChallenge2019,Dust2
Absolute,16-7 ,Updraft,GalleriaGlobalChallenge2019,Vertigo
Absolute,16-7 ,Updraft,GalleriaGlobalChallenge2019,Vertigo
TYLOO,14-16,Invictus,IEMBeijing2019GreaterChinaClosedQualifier,Train
TYLOO,17-19,Invictus,IEMBeijing2019GreaterChinaClosedQualifier,Overpass
TYLOO,17-19,Invictus,IEMBeijing2019GreaterChinaClosedQualifier,Overpass
5POWER,13-16,ViCi,IEMBeijing2019GreaterChinaClosedQualifier,Inferno
5POWER,8-16 ,ViCi,IEMBeijing2019GreaterChinaClosedQualifier,Nuke
5POWER,8-16 ,ViCi,IEMBeijing2019GreaterChinaClosedQualifier,Nuke
EHOME,16-12,Predator,IEMBeijing2019GreaterChinaClosedQualifier,Overpass
EHOME,16-5 ,Predator,IEMBeijing2019GreaterChinaClosedQualifier,Nuke
EHOME,16-5 ,Predator,IEMBeijing2019GreaterChinaClosedQualifier,Nuke
Xwar,3-16 ,JiJieHao,IEMBeijing2019GreaterChinaClosedQualifier,Mirage
Xwar,10-16,JiJieHao,IEMBeijing2019GreaterChinaClosedQualifier,Dust2
Xwar,10-16,JiJieHao,IEMBeijing2019GreaterChinaClosedQualifier,Dust2
Genuine,14-16,ORDER,eXTREMESLAND2019OceaniaClosedQualifier,Mirage
Genuine,16-10,ORDER,eXTREMESLAND2019OceaniaClosedQualifier,Nuke
Genuine,12-16,ORDER,eXTREMESLAND2019OceaniaClosedQualifier,Inferno
Genuine,12-16,ORDER,eXTREMESLAND2019OceaniaClosedQualifier,Inferno
AlphaRed,16-13,Maple,TaiwanExcellenceGamingCup2019Thailand,Dust2
AlphaRed,16-4 ,Maple,TaiwanExcellenceGamingCup2019Thailand,Mirage
AlphaRed,16-4 ,Maple,TaiwanExcellenceGamingCup2019Thailand,Mirage
Ignis,16-5 ,SCARZ,GalleriaGlobalChallenge2019,Dust2
Ignis,16-6 ,SCARZ,GalleriaGlobalChallenge2019,Inferno
Ignis,16-6 ,SCARZ,GalleriaGlobalChallenge2019,Inferno
GroundZero,13-16,AVANT,eXTREMESLAND2019OceaniaClosedQualifier,Mirage
GroundZero,16-14,AVANT,eXTREMESLAND2019OceaniaClosedQualifier,Overpass
GroundZero,12-16,AVANT,eXTREMESLAND2019OceaniaClosedQualifier,Nuke
GroundZero,12-16,AVANT,eXTREMESLAND2019OceaniaClosedQualifier,Nuke
JiJieHao,12-16,Invictus,IEMBeijing2019GreaterChinaClosedQualifier,Mirage
JiJieHao,13-16,Invictus,IEMBeijing2019GreaterChinaClosedQualifier,Train
JiJieHao,13-16,Invictus,IEMBeijing2019GreaterChinaClosedQualifier,Train
EHOME,7-16 ,5POWER,IEMBeijing2019GreaterChinaClosedQualifier,Dust2
EHOME,13-16,5POWER,IEMBeijing2019GreaterChinaClosedQualifier,Mirage
EHOME,13-16,5POWER,IEMBeijing2019GreaterChinaClosedQualifier,Mirage
ViCi,16-6 ,Predator,IEMBeijing2019GreaterChinaClosedQualifier,Mirage
ViCi,16-3 ,Predator,IEMBeijing2019GreaterChinaClosedQualifier,Nuke
ViCi,16-3 ,Predator,IEMBeijing2019GreaterChinaClosedQualifier,Nuke
TYLOO,16-2 ,Xwar,IEMBeijing2019GreaterChinaClosedQualifier,Mirage
TYLOO,16-1 ,Xwar,IEMBeijing2019GreaterChinaClosedQualifier,Inferno
TYLOO,16-1 ,Xwar,IEMBeijing2019GreaterChinaClosedQualifier,Inferno
ORDER,14-16,madlikewizards,eXTREMESLAND2019OceaniaClosedQualifier,Inferno
ORDER,16-12,madlikewizards,eXTREMESLAND2019OceaniaClosedQualifier,Vertigo
ORDER,16-8 ,madlikewizards,eXTREMESLAND2019OceaniaClosedQualifier,Mirage
ORDER,16-8 ,madlikewizards,eXTREMESLAND2019OceaniaClosedQualifier,Mirage
GroundZero,16-14,rewound,eXTREMESLAND2019OceaniaClosedQualifier,Inferno
GroundZero,16-5 ,rewound,eXTREMESLAND2019OceaniaClosedQualifier,Mirage
GroundZero,16-5 ,rewound,eXTREMESLAND2019OceaniaClosedQualifier,Mirage
Genuine,16-14,Paradox,eXTREMESLAND2019OceaniaClosedQualifier,Inferno
Genuine,16-4 ,Paradox,eXTREMESLAND2019OceaniaClosedQualifier,Nuke
Genuine,16-4 ,Paradox,eXTREMESLAND2019OceaniaClosedQualifier,Nuke
AVANT,16-6 ,PC419,eXTREMESLAND2019OceaniaClosedQualifier,Nuke
AVANT,16-9 ,PC419,eXTREMESLAND2019OceaniaClosedQualifier,Mirage
AVANT,16-9 ,PC419,eXTREMESLAND2019OceaniaClosedQualifier,Mirage
pharsyde,1-0,RADNICKI,DreamHackOpenRotterdam2019EuropeOpenQualifier,-
Japaleno,16-5,adhoc,DreamHackOpenRotterdam2019EuropeOpenQualifier,inf
SJ,16-9 ,LDLC,OGACounterPITbyAMDandSapphireSeason6,Dust2
SJ,16-5 ,LDLC,OGACounterPITbyAMDandSapphireSeason6,Inferno
SJ,16-5 ,LDLC,OGACounterPITbyAMDandSapphireSeason6,Inferno
Demise,19-16,ArenaBulls,DreamHackOpenRotterdam2019EuropeOpenQualifier,inf
pro100,16-11,OneMoreTime,DreamHackOpenRotterdam2019EuropeOpenQualifier,d2
x6tence,11-16,RADNICKI,DreamHackOpenRotterdam2019EuropeOpenQualifier,d2
pharsyde,16-11,TheDice,DreamHackOpenRotterdam2019EuropeOpenQualifier,inf
Tricked,16-5 ,adwokacik,V4FutureSportsFestival2019,Inferno
Tricked,14-16,adwokacik,V4FutureSportsFestival2019,Nuke
Tricked,16-7 ,adwokacik,V4FutureSportsFestival2019,Train
Tricked,16-7 ,adwokacik,V4FutureSportsFestival2019,Train
Syman,9-16 ,Spirit,EuropeanChampionsCup,Dust2
Syman,2-16 ,Spirit,EuropeanChampionsCup,Mirage
Syman,2-16 ,Spirit,EuropeanChampionsCup,Mirage
adhoc,16-11,Broshenki,DreamHackOpenRotterdam2019EuropeOpenQualifier,inf
Endpoint,13-16,Japaleno,DreamHackOpenRotterdam2019EuropeOpenQualifier,ovp
PACT,9-16,OneMoreTime,DreamHackOpenRotterdam2019EuropeOpenQualifier,d2
FiveG,4-16,Demise,DreamHackOpenRotterdam2019EuropeOpenQualifier,d2
ArenaBulls,16-8,CopenhagenFlames,DreamHackOpenRotterdam2019EuropeOpenQualifier,mrg
